,货物名称,三级分类,二级分类,一级分类
4363,空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4364,焊管螺旋管,管材及附件,钢 材、合金钢材,钢铁
4365,热镀管钢塑管,管材及附件,钢 材、合金钢材,钢铁
4366,美的电器,家用电器,电力设备、电器机械及器材,机械设备、电器
4367,齿轮钢,型材,钢 材、合金钢材,钢铁
4368,内胎,橡胶制品,橡胶,化工原料及制品
4369,PC160907000056空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4370,PC160910000060纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4371,PC160911000034空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4372,PC160911000037空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4373,PC160911000031空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4374,PC160912000026型材,型材,钢 材、合金钢材,钢铁
4375,PC160911000032空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4376,PC160912000087空调箔,家用电器,电力设备、电器机械及器材,机械设备、电器
4377,PC160912000083空调箔,家用电器,电力设备、电器机械及器材,机械设备、电器
4378,PC160911000027箔坯,精铝及铝材,铝,有色金属
4379,PC160912000007小家电,家用电器,电力设备、电器机械及器材,机械设备、电器
4380,PC160912000097纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4381,PC160912000096纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4382,PC160912000095纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4383,PC160913000030纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4384,PC160913000028纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4385,PC160912000084空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4386,PC160913000029纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4387,PC160913000088纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4388,PC160911000030空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4389,PC160913000094格力电器,家用电器,电力设备、电器机械及器材,机械设备、电器
4390,PC160913000119纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4391,PC160913000033空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4392,PC160913000120纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4393,PC160913000032空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4394,PC160913000038空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4395,PC160913000037空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4396,PC160913000034空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4397,PC160912000089空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4398,PC160912000088空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4399,PC160913000031空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4400,PC160913000035空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4401,PC160913000036空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4402,PC160913000125纸,其它纸及制品,纸及制品(十类),轻工、医药产品
4403,PC160914000004空调,家用电器,电力设备、电器机械及器材,机械设备、电器
4404,PC160913000087白象方便面,糕点、面食、谷物食品,饮食品,轻工、医药产品
4405,PC160913000122白象方便面,糕点、面食、谷物食品,饮食品,轻工、医药产品
4406,PC160914000001白象方便面,糕点、面食、谷物食品,饮食品,轻工、医药产品
4407,PC160914000003白象方便面,糕点、面食、谷物食品,饮食品,轻工、医药产品
4408,PC160913000096白象方便面,糕点、面食、谷物食品,饮食品,轻工、医药产品
4409,传动设备,通用设备,普通工业机械及设备,机械设备、电器
4410,焊管33吨,管材及附件,钢 材、合金钢材,钢铁
4411,热方35吨,管材及附件,钢 材、合金钢材,钢铁
4412,70克全木浆胶版纸875,纸板（原纸）,纸及制品(十类),轻工、医药产品
4413,70克全木浆胶版纸875X1100,纸板（原纸）,纸及制品(十类),轻工、医药产品
4414,中板26,板材,钢 材、合金钢材,钢铁
4415,中板32,板材,钢 材、合金钢材,钢铁
4416,60克胶版印刷纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4417,41克无碳复写原纸1560,其它纸及制品,纸及制品(十类),轻工、医药产品
4418,45克无碳复写原纸1035,其它纸及制品,纸及制品(十类),轻工、医药产品
4419,黑方加焊管11吨,管材及附件,钢 材、合金钢材,钢铁
4420,58精制轻量涂布纸1095,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4421,58克精制轻量涂布纸820,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4422,方矩管+焊管,管材及附件,钢 材、合金钢材,钢铁
4423,78克胶版印刷纸990,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4424,68克胶版印刷纸740,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4425,75克胶版印刷纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4426,64克精制轻量涂布纸781,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4427,热焊管,管材及附件,钢 材、合金钢材,钢铁
4428,湿浆,纸浆,纸及制品(十类),轻工、医药产品
4429,80克象牙白道林纸1000X710,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4430,100克象牙白道林纸1000X710,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4431,70克象牙白道林纸889x1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4432,100克象牙白道林纸889x1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4433,120克象牙白道林纸787x1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4434,100克象牙白道林纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4435,焊管31T,管材及附件,钢 材、合金钢材,钢铁
4436,棕榈仁粕,经济作物原料、残渣及副产品,经济作物及制品,农、林、牧、渔业产品
4437,12x9m螺纹等,线材,钢铁制品,钢铁
4438,12螺纹等,线材,钢铁制品,钢铁
4439,纸盒,纸制品,纸及制品(十类),轻工、医药产品
4440,低水泥浇注料,\,针织、纺织、皮毛及制品,轻工、医药产品
4441,行车,重工业机械、工程机械及零件,专用机械、设备及制品,机械设备、电器
4442,薄本纸,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4443,低压柜,nan,nan,待定
4444,易拉罐,铝制品,铝,有色金属
4445,98克全木浆胶版纸889X1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4446,80克高松微涂纸780,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4447,80克高松微涂纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4448,废纸LMA,\,针织、纺织、皮毛及制品,轻工、医药产品
4449,大理石PHJ,\,针织、纺织、皮毛及制品,轻工、医药产品
4450,废纸SJ,\,针织、纺织、皮毛及制品,轻工、医药产品
4451,铁粉·,铁矿,铁矿石,金属矿石
4452,锅PHJ,金属制品,日用工业品,轻工、医药产品
4453,12石子,\,针织、纺织、皮毛及制品,轻工、医药产品
4454,78克全木浆胶版纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4455,钢丝PHJ,铁丝或非合金钢丝,生铁、铁合金、非合金钢,钢铁
4456,干辣椒,其它未列名饮食及调味食品,饮食品,轻工、医药产品
4457,B钢,nan,nan,待定
4458,牵引车头,重工业机械、工程机械及零件,专用机械、设备及制品,机械设备、电器
4459,平板纸PHJ,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4460,成品平板80克精制轻量涂布纸787,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4461,太阳能组件14,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4462,太阳能组件15,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4463,太阳能组件16,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4464,太阳能组件17,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4465,太阳能组件18,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4466,太阳能组件,电池、蓄电池,电子、电讯设备及器材,机械设备、电器
4467,焦面,其他加工麦粉粒,面粉,粮食
4468,袋装玉米,雕塑、刻、漆工艺品,工艺美术品,轻工、医药产品
4469,PC161031000047落地包装袋,nan,nan,待定
4470,线材,线材,钢铁制品,钢铁
4471,铁丝网,钢铁件及其它五金制品,钢铁制品,钢铁
4472,豆类,杂豆,杂粮,粮食
4473,保健品,其它未列名饮食及调味食品,饮食品,轻工、医药产品
4474,医疗器械,医疗器械（具）、设备,专用机械、设备及制品,机械设备、电器
4475,无烟煤,无烟煤,原煤,煤炭及制品
4476,轴承,通用零部件,普通工业机械及设备,机械设备、电器
4477,液压阀,通用零部件,普通工业机械及设备,机械设备、电器
4478,机床,金属加工机械及设备,普通工业机械及设备,机械设备、电器
4479,破碎机,重工业机械、工程机械及零件,专用机械、设备及制品,机械设备、电器
4480,弹簧,钢铁件及其它五金制品,钢铁制品,钢铁
4481,网带,钢铁件及其它五金制品,钢铁制品,钢铁
4482,螺母,钢铁件及其它五金制品,钢铁制品,钢铁
4483,螺钉,钢铁件及其它五金制品,钢铁制品,钢铁
4484,螺栓,钢铁件及其它五金制品,钢铁制品,钢铁
4485,装载机,通用设备,普通工业机械及设备,机械设备、电器
4486,振动筛,通用设备,普通工业机械及设备,机械设备、电器
4487,卫衣,服装,针织、纺织、皮毛及制品,轻工、医药产品
4488,裙装,服装,针织、纺织、皮毛及制品,轻工、医药产品
4489,牛仔裤,服装,针织、纺织、皮毛及制品,轻工、医药产品
4490,上衣,服装,针织、纺织、皮毛及制品,轻工、医药产品
4491,女鞋,鞋帽,针织、纺织、皮毛及制品,轻工、医药产品
4492,呢大衣,服装,针织、纺织、皮毛及制品,轻工、医药产品
4493,背心连衣裙,服装,针织、纺织、皮毛及制品,轻工、医药产品
4494,打底裤,服装,针织、纺织、皮毛及制品,轻工、医药产品
4495,休闲裤,服装,针织、纺织、皮毛及制品,轻工、医药产品
4496,双排扣大衣,服装,针织、纺织、皮毛及制品,轻工、医药产品
4497,针织衫,针织、纺织制品,针织、纺织、皮毛及制品,轻工、医药产品
4498,连衣裙,服装,针织、纺织、皮毛及制品,轻工、医药产品
4499,餐椅,家具、坐具,日用工业品,轻工、医药产品
4500,其他餐厅家具,家具、坐具,日用工业品,轻工、医药产品
4501,学校家具,家具、坐具,日用工业品,轻工、医药产品
4502,食堂餐桌,家具、坐具,日用工业品,轻工、医药产品
4503,食堂餐椅,家具、坐具,日用工业品,轻工、医药产品
4504,阅览室桌,家具、坐具,日用工业品,轻工、医药产品
4505,阅览室椅,家具、坐具,日用工业品,轻工、医药产品
4506,课桌椅,家具、坐具,日用工业品,轻工、医药产品
4507,学生床,家具、坐具,日用工业品,轻工、医药产品
4508,其他学校家具,家具、坐具,日用工业品,轻工、医药产品
4509,户外家具,家具、坐具,日用工业品,轻工、医药产品
4510,休闲桌,家具、坐具,日用工业品,轻工、医药产品
4511,休闲椅,家具、坐具,日用工业品,轻工、医药产品
4512,普板12,板材,钢 材、合金钢材,钢铁
4513,普板4,板材,钢 材、合金钢材,钢铁
4514,角钢,型材,钢 材、合金钢材,钢铁
4515,普板,板材,钢 材、合金钢材,钢铁
4516,开平花纹板,板材,钢 材、合金钢材,钢铁
4517,酸洗大梁板,板材,钢 材、合金钢材,钢铁
4518,5L浓香菜籽油,动植物食用油料、脂肪及制品,经济作物及制品,农、林、牧、渔业产品
4519,5L葵花菜籽油,动植物食用油料、脂肪及制品,经济作物及制品,农、林、牧、渔业产品
4520,18L浓香菜籽油,动植物食用油料、脂肪及制品,经济作物及制品,农、林、牧、渔业产品
4521,5L纯香菜籽油,动植物食用油料、脂肪及制品,经济作物及制品,农、林、牧、渔业产品
4522,板材(8-50)mm （1500-3270）mm （5000-12080）mm,板材,钢 材、合金钢材,钢铁
4523,板材850mm15003270mm500012080mm,板材,钢 材、合金钢材,钢铁
4524,钢板规格见备注,板材,钢 材、合金钢材,钢铁
4525,钢板详细见备注,板材,钢 材、合金钢材,钢铁
4526,开平钢板,板材,钢 材、合金钢材,钢铁
4527,钢板详见备注,板材,钢 材、合金钢材,钢铁
4528,镀锌管焊管,管材及附件,钢 材、合金钢材,钢铁
4529,沙发 20*20*20  7,家具、坐具,日用工业品,轻工、医药产品
4530,板材20*20*20  7,家具、坐具,日用工业品,轻工、医药产品
4531,糖,线材,钢铁制品,钢铁
4532,葡萄糖,糖（固体、浆）,饮食品,轻工、医药产品
4533,板材汽运有超长超宽仔细看备注,板材,钢 材、合金钢材,钢铁
4534,钢板汽运仔细看备注,板材,钢 材、合金钢材,钢铁
4535,药用葡萄糖,糖（固体、浆）,饮食品,轻工、医药产品
4536,船板汽运包车,板材,钢 材、合金钢材,钢铁
4537,沪通长江大桥用Q345D钢板船运,板材,钢 材、合金钢材,钢铁
4538,1.8米宽8米长开平板,板材,钢 材、合金钢材,钢铁
4539,4.75mm开平板,板材,钢 材、合金钢材,钢铁
4540,尼龙绳,纺织材料包、套等，复合材料纱、线、绳,针织、纺织、皮毛及制品,轻工、医药产品
4541,钢板15日出口集港,线材,钢铁制品,钢铁
4542,罐头,罐头，硬、软包装食品,饮食品,轻工、医药产品
4543,钢板汽运,线材,钢铁制品,钢铁
4544,HPT钢板美标容器汽运有超宽,板材,钢 材、合金钢材,钢铁
4545,钢板汽运有超长超宽,板材,钢 材、合金钢材,钢铁
4546,PC161101000123洗碗机洗衣机,家用电器,电力设备、电器机械及器材,机械设备、电器
4547,焊管加黑方31T发长垣,管材及附件,钢 材、合金钢材,钢铁
4548,船板船运仔细看备注,板材,钢 材、合金钢材,钢铁
4549,焊管加黑方发芜湖三山区,管材及附件,钢 材、合金钢材,钢铁
4550,钢筋焊网,钢铁件及其它五金制品,钢铁制品,钢铁
4551,焊管加黑方加热镀,管材及附件,钢 材、合金钢材,钢铁
4552,新乡通宝焊管加热镀,管材及附件,钢 材、合金钢材,钢铁
4553,太原恒帅焊管加热镀,管材及附件,钢 材、合金钢材,钢铁
4554,发临汾焊管,管材及附件,钢 材、合金钢材,钢铁
4555,发泰安焊管直属指定,管材及附件,钢 材、合金钢材,钢铁
4556,发泰安焊管,管材及附件,钢 材、合金钢材,钢铁
4557,焊管热镀指定,管材及附件,钢 材、合金钢材,钢铁
4558,钢板汽运有超长超宽板请看清备注,板材,钢 材、合金钢材,钢铁
4559,发洛阳焊管,管材及附件,钢 材、合金钢材,钢铁
4560,焊管热镀苏州工业园指定,管材及附件,钢 材、合金钢材,钢铁
4561,宝鸡市凯业焊管,管材及附件,钢 材、合金钢材,钢铁
4562,补焊管32T发小店,管材及附件,钢 材、合金钢材,钢铁
4563,70克高白胶版印刷纸,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4564,75克高白胶版印刷纸889,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4565,95克高白胶版印刷纸,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4566,焊管或者热镀两票,管材及附件,钢 材、合金钢材,钢铁
4567,热镀加焊管18T,管材及附件,钢 材、合金钢材,钢铁
4568,角钢4#,型材,钢 材、合金钢材,钢铁
4569,角钢6.3#,型材,钢 材、合金钢材,钢铁
4570,济南1车焊管热镀焊管定尺6米9,管材及附件,钢 材、合金钢材,钢铁
4571,55克高白胶版印刷纸1194X889,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4572,68克高白胶版印刷纸770,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4573,两票热镀焊管,管材及附件,钢 材、合金钢材,钢铁
4574,80克高白胶版印刷纸1100,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4575,98克高白胶版印刷纸1100,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4576,郫县豆瓣,其它未列名饮食及调味食品,饮食品,轻工、医药产品
4577,即墨+胶南两地卸焊管热镀,管材及附件,钢 材、合金钢材,钢铁
4578,白方焊管发洛阳,管材及附件,钢 材、合金钢材,钢铁
4579,58克高白胶版印刷纸880,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4580,68克高白胶版印刷纸566,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4581,热镀加焊管两磅,管材及附件,钢 材、合金钢材,钢铁
4582,茶叶,茶叶、咖啡、可可（豆、粉）,饮食品,轻工、医药产品
4583,焊管32到33T运费发到河南省南阳市内乡县五里堡坤源,管材及附件,钢 材、合金钢材,钢铁
4584,热镀加焊管4寸7米定尺,管材及附件,钢 材、合金钢材,钢铁
4585,65克高白胶版印刷纸889X1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4586,65克高白胶版印刷纸787X1092,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4587,58克高白胶版印刷纸889X1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
4588,焊管44T运费90一票制发洛阳联,管材及附件,钢 材、合金钢材,钢铁
4589,合肥宝光当涂县两车热镀焊管两磅,管材及附件,钢 材、合金钢材,钢铁
